time,home_team,away_team,home_score,away_score,result,ht_score,source_file
19.05,Club Celaya,Leones Negros,1,0,1,0-0,2022-23_mx2expansion.txt
12.00,Atlante,CF Monterrey II,1,0,1,0-0,2022-23_mx2expansion.txt
17.00,Tapatío,Coyotes de Tlaxcala,1,1,X,0-0,2022-23_mx2expansion.txt
17.00,Atlético Morelia,Cimarrones de Sonora,1,0,1,1-0,2022-23_mx2expansion.txt
17.00,Atlante,Tapatío,0,0,X,,2022-23_mx2expansion.txt
17.00,Club Celaya,Atlético Morelia,1,3,2,1-0,2022-23_mx2expansion.txt
17.00,Atlético Morelia,Club Celaya,1,1,X,0-1,2022-23_mx2expansion.txt
17.00,Tapatío,Atlante,1,0,1,1-0,2022-23_mx2expansion.txt
19.00,Atlético Morelia,Tapatío,1,2,2,0-2,2022-23_mx2expansion.txt
21.05,Tapatío,Atlético Morelia,2,2,X,,2022-23_mx2expansion.txt
19.00,CF América,FC Juárez,1,2,2,1-0,2023-24_mx1.txt
,Mazatlán FC,CF Pachuca,1,1,X,0-1,2023-24_mx1.txt
21.10,Club Tijuana,Pumas UNAM,2,3,2,1-1,2023-24_mx1.txt
17.00,Atlético San Luis,CF Monterrey,1,1,X,0-1,2023-24_mx1.txt
19.00,UANL Tigres,Puebla FC,1,1,X,0-0,2023-24_mx1.txt
21.10,Atlas Guadalajara,Cruz Azul,2,0,1,1-0,2023-24_mx1.txt
12.00,Deportivo Toluca,Club Necaxa,0,0,X,,2023-24_mx1.txt
19.05,Santos Laguna,Gallos Blancos,0,2,2,0-0,2023-24_mx1.txt
20.00,Club León,Deportivo Guadalajara,1,2,2,1-1,2023-24_mx1.txt
19.00,Puebla FC,Santos Laguna,2,3,2,2-2,2023-24_mx1.txt
21.00,Club Necaxa,Club Tijuana,1,1,X,0-0,2023-24_mx1.txt
17.50,Cruz Azul,Deportivo Toluca,0,2,2,0-1,2023-24_mx1.txt
18.05,Deportivo Guadalajara,Atlético San Luis,3,1,1,2-1,2023-24_mx1.txt
18.06,FC Juárez,UANL Tigres,1,1,X,0-1,2023-24_mx1.txt
12.00,Pumas UNAM,Mazatlán FC,0,0,X,,2023-24_mx1.txt
19.00,CF Monterrey,Atlas Guadalajara,1,0,1,1-0,2023-24_mx1.txt
20.00,Club León,CF Pachuca,4,0,1,3-0,2023-24_mx1.txt
20.06,Gallos Blancos,CF América,1,2,2,1-0,2023-24_mx1.txt
19.05,Santos Laguna,Atlas Guadalajara,0,0,X,,2023-24_mx1.txt
21.00,Deportivo Guadalajara,Club Necaxa,2,0,1,1-0,2023-24_mx1.txt
19.00,Mazatlán FC,CF Monterrey,0,3,2,0-0,2023-24_mx1.txt
21.10,Club Tijuana,Cruz Azul,2,1,1,0-1,2023-24_mx1.txt
17.00,Atlético San Luis,Gallos Blancos,4,1,1,2-1,2023-24_mx1.txt
19.00,CF América,Puebla FC,3,0,1,2-0,2023-24_mx1.txt
21.05,UANL Tigres,Club León,1,0,1,1-0,2023-24_mx1.txt
12.00,Deportivo Toluca,FC Juárez,2,4,2,1-1,2023-24_mx1.txt
20.15,CF Pachuca,Pumas UNAM,1,1,X,1-1,2023-24_mx1.txt
19.06,Club León,Mazatlán FC,2,1,1,0-1,2023-24_mx1.txt
21.00,Pumas UNAM,Deportivo Toluca,1,1,X,1-1,2023-24_mx1.txt
21.06,Puebla FC,Atlético San Luis,1,2,2,0-1,2023-24_mx1.txt
21.10,FC Juárez,Deportivo Guadalajara,1,1,X,0-1,2023-24_mx1.txt
17.00,Cruz Azul,Santos Laguna,2,2,X,2-1,2023-24_mx1.txt
19.06,Gallos Blancos,CF Pachuca,1,1,X,1-0,2023-24_mx1.txt
21.10,CF América,Atlas Guadalajara,1,1,X,1-1,2023-24_mx1.txt
,Club Necaxa,UANL Tigres,0,3,2,0-1,2023-24_mx1.txt
19.00,CF Monterrey,Club Tijuana,3,1,1,2-0,2023-24_mx1.txt
19.00,Deportivo Guadalajara,Club Tijuana,1,0,1,0-0,2023-24_mx1.txt
,Mazatlán FC,Puebla FC,1,0,1,0-0,2023-24_mx1.txt
21.05,FC Juárez,Pumas UNAM,4,1,1,3-0,2023-24_mx1.txt
19.00,CF América,Club Necaxa,3,2,1,2-1,2023-24_mx1.txt
19.06,CF Pachuca,Cruz Azul,1,0,1,0-0,2023-24_mx1.txt
21.00,Atlético San Luis,Club León,3,0,1,1-0,2023-24_mx1.txt
19.00,Deportivo Toluca,CF Monterrey,1,0,1,1-0,2023-24_mx1.txt
19.06,Gallos Blancos,Atlas Guadalajara,1,2,2,0-1,2023-24_mx1.txt
21.00,UANL Tigres,Santos Laguna,3,2,1,1-1,2023-24_mx1.txt
19.00,Puebla FC,FC Juárez,1,0,1,1-0,2023-24_mx1.txt
21.10,Club Tijuana,Mazatlán FC,1,1,X,1-1,2023-24_mx1.txt
17.00,Atlas Guadalajara,Deportivo Toluca,0,0,X,,2023-24_mx1.txt
19.00,CF América,Club León,1,1,X,0-0,2023-24_mx1.txt
21.05,Santos Laguna,Deportivo Guadalajara,2,1,1,0-0,2023-24_mx1.txt
16.00,Club Necaxa,Gallos Blancos,0,1,2,0-0,2023-24_mx1.txt
18.05,Pumas UNAM,UANL Tigres,2,1,1,0-0,2023-24_mx1.txt
20.05,CF Monterrey,Cruz Azul,1,2,2,1-1,2023-24_mx1.txt
21.10,CF Pachuca,Atlético San Luis,0,2,2,0-0,2023-24_mx1.txt
19.05,FC Juárez,Mazatlán FC,3,1,1,2-1,2023-24_mx1.txt
21.10,Puebla FC,Club Tijuana,3,0,1,2-0,2023-24_mx1.txt
17.00,Club León,Club Necaxa,1,1,X,0-1,2023-24_mx1.txt
19.00,Santos Laguna,Pumas UNAM,2,1,1,2-1,2023-24_mx1.txt
19.05,UANL Tigres,Gallos Blancos,5,0,1,2-0,2023-24_mx1.txt
21.10,Cruz Azul,CF América,2,3,2,1-3,2023-24_mx1.txt
12.00,Deportivo Toluca,CF Pachuca,5,0,1,2-0,2023-24_mx1.txt
17.05,Deportivo Guadalajara,CF Monterrey,1,2,2,0-2,2023-24_mx1.txt
20.00,Atlético San Luis,Atlas Guadalajara,2,0,1,1-0,2023-24_mx1.txt
18.50,Mazatlán FC,Cruz Azul,2,2,X,2-0,2023-24_mx1.txt
21.00,Club Tijuana,Deportivo Toluca,2,1,1,2-0,2023-24_mx1.txt
17.00,Club Necaxa,FC Juárez,1,1,X,1-1,2023-24_mx1.txt
19.00,CF Monterrey,Club León,3,1,1,2-1,2023-24_mx1.txt
21.10,CF América,Deportivo Guadalajara,4,0,1,2-0,2023-24_mx1.txt
12.00,Pumas UNAM,Atlético San Luis,3,2,1,0-1,2023-24_mx1.txt
17.00,Gallos Blancos,Puebla FC,1,1,X,0-1,2023-24_mx1.txt
19.00,Atlas Guadalajara,UANL Tigres,2,0,1,2-0,2023-24_mx1.txt
21.00,CF Pachuca,Santos Laguna,3,2,1,1-0,2023-24_mx1.txt
19.00,Atlético San Luis,Mazatlán FC,3,2,1,2-0,2023-24_mx1.txt
,FC Juárez,Atlas Guadalajara,1,2,2,0-1,2023-24_mx1.txt
21.10,Puebla FC,Pumas UNAM,0,2,2,0-1,2023-24_mx1.txt
19.00,Deportivo Guadalajara,CF Pachuca,0,0,X,,2023-24_mx1.txt
,Club León,Club Tijuana,1,0,1,0-0,2023-24_mx1.txt
21.05,UANL Tigres,CF Monterrey,3,0,1,1-0,2023-24_mx1.txt
12.00,Deportivo Toluca,CF América,1,1,X,0-1,2023-24_mx1.txt
16.00,Cruz Azul,Gallos Blancos,1,3,2,1-0,2023-24_mx1.txt
20.05,Santos Laguna,Club Necaxa,2,5,2,0-1,2023-24_mx1.txt
20.00,Atlas Guadalajara,Puebla FC,2,3,2,1-2,2023-24_mx1.txt
19.00,Gallos Blancos,Club León,1,1,X,0-1,2023-24_mx1.txt
21.00,Atlético San Luis,Cruz Azul,1,2,2,0-0,2023-24_mx1.txt
21.10,Club Tijuana,FC Juárez,5,1,1,1-1,2023-24_mx1.txt
17.00,CF Pachuca,Club Necaxa,1,1,X,1-1,2023-24_mx1.txt
18.40,CF América,Pumas UNAM,1,0,1,0-0,2023-24_mx1.txt
19.00,Mazatlán FC,UANL Tigres,2,3,2,1-1,2023-24_mx1.txt
17.20,Deportivo Toluca,Deportivo Guadalajara,1,1,X,0-0,2023-24_mx1.txt
20.00,CF Monterrey,Santos Laguna,3,0,1,1-0,2023-24_mx1.txt
19.05,Deportivo Guadalajara,Mazatlán FC,1,3,2,0-2,2023-24_mx1.txt
19.00,Puebla FC,CF Monterrey,1,1,X,1-1,2023-24_mx1.txt
21.00,CF América,CF Pachuca,4,0,1,1-0,2023-24_mx1.txt
19.00,Club Necaxa,Cruz Azul,1,3,2,0-1,2023-24_mx1.txt
,Pumas UNAM,Gallos Blancos,4,0,1,2-0,2023-24_mx1.txt
21.00,UANL Tigres,Deportivo Toluca,2,2,X,1-1,2023-24_mx1.txt
,Santos Laguna,Club Tijuana,2,1,1,1-1,2023-24_mx1.txt
19.00,Club León,Atlas Guadalajara,1,1,X,0-1,2023-24_mx1.txt
21.00,FC Juárez,Atlético San Luis,3,2,1,2-0,2023-24_mx1.txt
21.00,Mazatlán FC,CF América,1,2,2,1-0,2023-24_mx1.txt
17.00,CF Monterrey,FC Juárez,3,1,1,2-0,2023-24_mx1.txt
19.00,Deportivo Guadalajara,Atlas Guadalajara,4,1,1,1-1,2023-24_mx1.txt
,CF Pachuca,UANL Tigres,1,1,X,1-1,2023-24_mx1.txt
21.10,Cruz Azul,Pumas UNAM,1,4,2,1-1,2023-24_mx1.txt
12.00,Deportivo Toluca,Gallos Blancos,3,1,1,1-1,2023-24_mx1.txt
17.00,Club Necaxa,Puebla FC,1,2,2,0-2,2023-24_mx1.txt
19.05,Santos Laguna,Club León,0,2,2,0-1,2023-24_mx1.txt
21.00,Club Tijuana,Atlético San Luis,2,1,1,1-0,2023-24_mx1.txt
19.00,Atlas Guadalajara,Mazatlán FC,1,3,2,1-2,2023-24_mx1.txt
19.06,FC Juárez,CF Pachuca,0,1,2,0-0,2023-24_mx1.txt
21.10,Puebla FC,Deportivo Guadalajara,0,2,2,0-1,2023-24_mx1.txt
17.00,Club León,Deportivo Toluca,1,0,1,1-0,2023-24_mx1.txt
19.00,CF América,Santos Laguna,4,3,1,3-2,2023-24_mx1.txt
19.06,Gallos Blancos,Club Tijuana,1,0,1,0-0,2023-24_mx1.txt
21.10,UANL Tigres,Cruz Azul,2,1,1,0-1,2023-24_mx1.txt
12.00,Pumas UNAM,CF Monterrey,0,1,2,0-0,2023-24_mx1.txt
18.00,Atlético San Luis,Club Necaxa,4,0,1,2-0,2023-24_mx1.txt
19.00,Club Necaxa,Pumas UNAM,1,0,1,0-0,2023-24_mx1.txt
21.00,Mazatlán FC,Gallos Blancos,3,0,1,0-0,2023-24_mx1.txt
17.00,Cruz Azul,Club León,1,0,1,1-0,2023-24_mx1.txt
18.00,CF Pachuca,Puebla FC,1,1,X,1-1,2023-24_mx1.txt
18.05,Deportivo Guadalajara,UANL Tigres,0,4,2,0-1,2023-24_mx1.txt
21.10,CF Monterrey,CF América,0,3,2,0-3,2023-24_mx1.txt
12.00,Deportivo Toluca,Atlético San Luis,3,1,1,1-0,2023-24_mx1.txt
19.05,Santos Laguna,FC Juárez,5,1,1,2-1,2023-24_mx1.txt
21.06,Club Tijuana,Atlas Guadalajara,2,0,1,1-0,2023-24_mx1.txt
19.00,Deportivo Toluca,Puebla FC,0,1,2,0-0,2023-24_mx1.txt
,Gallos Blancos,Deportivo Guadalajara,1,2,2,0-2,2023-24_mx1.txt
21.10,CF Monterrey,Club Necaxa,3,0,1,1-0,2023-24_mx1.txt
,Club León,Pumas UNAM,1,1,X,0-1,2023-24_mx1.txt
19.00,Atlas Guadalajara,CF Pachuca,0,2,2,0-1,2023-24_mx1.txt
,Cruz Azul,FC Juárez,2,0,1,1-0,2023-24_mx1.txt
21.00,Atlético San Luis,CF América,0,1,2,0-1,2023-24_mx1.txt
,Mazatlán FC,Santos Laguna,3,1,1,2-1,2023-24_mx1.txt
21.06,Club Tijuana,UANL Tigres,2,0,1,2-0,2023-24_mx1.txt
21.00,Puebla FC,Club León,5,4,1,1-3,2023-24_mx1.txt
16.55,UANL Tigres,Atlético San Luis,2,2,X,0-0,2023-24_mx1.txt
19.00,CF América,Club Tijuana,3,0,1,0-0,2023-24_mx1.txt
21.05,Deportivo Guadalajara,Cruz Azul,1,0,1,0-0,2023-24_mx1.txt
,CF Pachuca,CF Monterrey,0,2,2,0-2,2023-24_mx1.txt
12.00,Pumas UNAM,Atlas Guadalajara,3,0,1,1-0,2023-24_mx1.txt
16.00,Club Necaxa,Mazatlán FC,4,0,1,2-0,2023-24_mx1.txt
18.05,Santos Laguna,Deportivo Toluca,3,1,1,1-0,2023-24_mx1.txt
20.06,FC Juárez,Gallos Blancos,0,3,2,0-1,2023-24_mx1.txt
19.00,Atlas Guadalajara,Club Necaxa,0,0,X,,2023-24_mx1.txt
19.05,Mazatlán FC,Deportivo Toluca,1,0,1,0-0,2023-24_mx1.txt
21.10,Club Tijuana,CF Pachuca,2,3,2,1-0,2023-24_mx1.txt
17.00,Atlético San Luis,Santos Laguna,0,2,2,0-2,2023-24_mx1.txt
,Gallos Blancos,CF Monterrey,0,0,X,,2023-24_mx1.txt
19.00,Pumas UNAM,Deportivo Guadalajara,1,0,1,1-0,2023-24_mx1.txt
21.10,UANL Tigres,CF América,0,0,X,,2023-24_mx1.txt
18.00,Cruz Azul,Puebla FC,1,2,2,1-1,2023-24_mx1.txt
20.00,Club León,FC Juárez,2,1,1,2-1,2023-24_mx1.txt
19.00,Atlético San Luis,Club León,3,2,1,2-1,2023-24_mx1.txt
21.10,Santos Laguna,Mazatlán FC,2,1,1,1-0,2023-24_mx1.txt
20.06,Club León,Santos Laguna,3,2,1,2-0,2023-24_mx1.txt
19.06,Club León,CF América,2,2,X,2-1,2023-24_mx1.txt
21.10,Atlético San Luis,CF Monterrey,1,0,1,1-0,2023-24_mx1.txt
19.00,Puebla FC,UANL Tigres,2,2,X,1-1,2023-24_mx1.txt
21.05,Deportivo Guadalajara,Pumas UNAM,1,0,1,1-0,2023-24_mx1.txt
19.00,CF América,Club León,2,0,1,0-0,2023-24_mx1.txt
21.10,CF Monterrey,Atlético San Luis,1,1,X,1-0,2023-24_mx1.txt
18.00,Pumas UNAM,Deportivo Guadalajara,3,0,1,2-0,2023-24_mx1.txt
20.10,UANL Tigres,Puebla FC,3,0,1,2-0,2023-24_mx1.txt
21.00,Atlético San Luis,CF América,0,5,2,0-2,2023-24_mx1.txt
21.00,Pumas UNAM,UANL Tigres,0,1,2,0-0,2023-24_mx1.txt
20.00,CF América,Atlético San Luis,0,2,2,0-0,2023-24_mx1.txt
20.00,UANL Tigres,Pumas UNAM,1,1,X,1-1,2023-24_mx1.txt
21.00,UANL Tigres,CF América,1,1,X,0-0,2023-24_mx1.txt
19.30,CF América,UANL Tigres,3,0,1,,2023-24_mx1.txt
19.00,Gallos Blancos,Deportivo Toluca,2,2,X,1-0,2023-24_mx1.txt
21.00,Mazatlán FC,Atlético San Luis,0,1,2,0-0,2023-24_mx1.txt
19.00,Cruz Azul,CF Pachuca,0,1,2,0-0,2023-24_mx1.txt
19.05,Deportivo Guadalajara,Santos Laguna,1,1,X,0-0,2023-24_mx1.txt
21.00,CF Monterrey,Puebla FC,2,0,1,0-0,2023-24_mx1.txt
,Club Tijuana,CF América,0,2,2,0-0,2023-24_mx1.txt
12.00,Pumas UNAM,FC Juárez,1,0,1,0-0,2023-24_mx1.txt
18.00,Club Necaxa,Atlas Guadalajara,2,1,1,0-1,2023-24_mx1.txt
19.00,Club León,UANL Tigres,1,2,2,0-0,2023-24_mx1.txt
19.00,Puebla FC,Club Necaxa,1,2,2,0-0,2023-24_mx1.txt
21.00,Atlético San Luis,Pumas UNAM,3,1,1,1-0,2023-24_mx1.txt
21.10,FC Juárez,Cruz Azul,0,0,X,,2023-24_mx1.txt
17.00,Deportivo Toluca,Mazatlán FC,4,1,1,1-1,2023-24_mx1.txt
19.05,CF América,Gallos Blancos,2,0,1,0-0,2023-24_mx1.txt
21.10,Atlas Guadalajara,Club Tijuana,0,0,X,,2023-24_mx1.txt
18.00,UANL Tigres,Deportivo Guadalajara,1,0,1,0-0,2023-24_mx1.txt
20.05,Santos Laguna,CF Monterrey,0,2,2,0-1,2023-24_mx1.txt
21.10,CF Pachuca,Club León,3,2,1,1-2,2023-24_mx1.txt
19.00,Puebla FC,Deportivo Toluca,1,1,X,1-1,2023-24_mx1.txt
21.00,Club Tijuana,Deportivo Guadalajara,1,1,X,1-0,2023-24_mx1.txt
17.00,Cruz Azul,Mazatlán FC,2,1,1,2-1,2023-24_mx1.txt
,Club León,Santos Laguna,3,2,1,0-1,2023-24_mx1.txt
19.00,CF Monterrey,Atlético San Luis,3,1,1,2-1,2023-24_mx1.txt
21.05,Club Necaxa,CF América,0,0,X,,2023-24_mx1.txt
17.15,Pumas UNAM,CF Pachuca,3,1,1,2-1,2023-24_mx1.txt
19.00,Atlas Guadalajara,FC Juárez,2,1,1,2-0,2023-24_mx1.txt
21.00,Gallos Blancos,UANL Tigres,1,1,X,1-0,2023-24_mx1.txt
19.00,Atlético San Luis,UANL Tigres,1,2,2,1-0,2023-24_mx1.txt
,CF Monterrey,Gallos Blancos,1,1,X,1-0,2023-24_mx1.txt
21.06,FC Juárez,CF América,0,2,2,0-1,2023-24_mx1.txt
19.00,Cruz Azul,Club Tijuana,1,0,1,0-0,2023-24_mx1.txt
,Mazatlán FC,Club León,2,2,X,2-1,2023-24_mx1.txt
21.00,Santos Laguna,Puebla FC,3,0,1,0-0,2023-24_mx1.txt
21.05,Deportivo Guadalajara,Deportivo Toluca,3,2,1,2-2,2023-24_mx1.txt
19.00,CF Pachuca,Atlas Guadalajara,4,3,1,3-2,2023-24_mx1.txt
21.00,Pumas UNAM,Club Necaxa,2,2,X,1-0,2023-24_mx1.txt
19.00,Gallos Blancos,Cruz Azul,1,3,2,1-3,2023-24_mx1.txt
21.00,Puebla FC,Mazatlán FC,3,2,1,1-1,2023-24_mx1.txt
17.00,Deportivo Toluca,Club León,4,1,1,3-0,2023-24_mx1.txt
17.06,FC Juárez,Club Necaxa,2,2,X,1-1,2023-24_mx1.txt
19.05,UANL Tigres,Pumas UNAM,2,2,X,1-0,2023-24_mx1.txt
19.10,CF Pachuca,Club Tijuana,3,2,1,2-1,2023-24_mx1.txt
21.10,CF América,CF Monterrey,1,1,X,1-1,2023-24_mx1.txt
18.00,Atlas Guadalajara,Santos Laguna,3,0,1,2-0,2023-24_mx1.txt
19.00,Atlético San Luis,Deportivo Guadalajara,0,2,2,0-1,2023-24_mx1.txt
19.00,Mazatlán FC,Atlas Guadalajara,2,0,1,0-0,2023-24_mx1.txt
21.10,Club Tijuana,Gallos Blancos,1,1,X,1-1,2023-24_mx1.txt
17.00,Club Necaxa,Deportivo Toluca,3,3,X,2-1,2023-24_mx1.txt
17.05,Deportivo Guadalajara,FC Juárez,2,1,1,1-0,2023-24_mx1.txt
19.00,Club León,CF América,0,1,2,0-0,2023-24_mx1.txt
19.05,Cruz Azul,Atlético San Luis,3,0,1,1-0,2023-24_mx1.txt
21.10,CF Monterrey,CF Pachuca,3,2,1,2-0,2023-24_mx1.txt
,Santos Laguna,UANL Tigres,0,3,2,0-2,2023-24_mx1.txt
12.00,Pumas UNAM,Puebla FC,3,0,1,0-0,2023-24_mx1.txt
19.00,Gallos Blancos,Club Necaxa,1,1,X,1-0,2023-24_mx1.txt
21.00,Mazatlán FC,Deportivo Guadalajara,2,2,X,0-1,2023-24_mx1.txt
17.00,Atlético San Luis,Club Tijuana,3,3,X,1-2,2023-24_mx1.txt
19.00,CF Pachuca,CF América,2,1,1,0-0,2023-24_mx1.txt
21.05,Cruz Azul,UANL Tigres,1,0,1,0-0,2023-24_mx1.txt
16.00,Atlas Guadalajara,Club León,0,1,2,0-0,2023-24_mx1.txt
18.05,Pumas UNAM,Santos Laguna,3,0,1,2-0,2023-24_mx1.txt
20.10,CF Monterrey,Deportivo Toluca,0,0,X,,2023-24_mx1.txt
19.00,FC Juárez,Puebla FC,4,3,1,1-1,2023-24_mx1.txt
19.00,Puebla FC,Gallos Blancos,0,2,2,0-0,2023-24_mx1.txt
21.00,Club Necaxa,CF Pachuca,1,1,X,1-0,2023-24_mx1.txt
21.10,FC Juárez,CF Monterrey,0,3,2,0-0,2023-24_mx1.txt
17.00,Club León,Atlético San Luis,1,0,1,0-0,2023-24_mx1.txt
19.00,UANL Tigres,Atlas Guadalajara,1,1,X,1-0,2023-24_mx1.txt
19.05,Deportivo Guadalajara,Pumas UNAM,3,1,1,0-0,2023-24_mx1.txt
21.10,CF América,Cruz Azul,1,0,1,1-0,2023-24_mx1.txt
12.00,Deportivo Toluca,Club Tijuana,2,0,1,0-0,2023-24_mx1.txt
18.00,Santos Laguna,Mazatlán FC,1,0,1,0-0,2023-24_mx1.txt
21.00,Atlas Guadalajara,Pumas UNAM,0,0,X,,2023-24_mx1.txt
19.00,Puebla FC,CF Pachuca,1,4,2,1-1,2023-24_mx1.txt
21.00,Club Necaxa,Deportivo Guadalajara,1,0,1,1-0,2023-24_mx1.txt
19.00,Deportivo Toluca,Santos Laguna,1,0,1,0-0,2023-24_mx1.txt
21.00,Club León,Cruz Azul,2,3,2,0-2,2023-24_mx1.txt
,CF América,Mazatlán FC,2,2,X,0-1,2023-24_mx1.txt
19.00,Gallos Blancos,Atlético San Luis,4,1,1,2-0,2023-24_mx1.txt
19.00,UANL Tigres,FC Juárez,1,0,1,0-0,2023-24_mx1.txt
21.00,Club Tijuana,CF Monterrey,1,1,X,0-0,2023-24_mx1.txt
19.00,Gallos Blancos,Santos Laguna,0,1,2,0-0,2023-24_mx1.txt
,Atlético San Luis,Puebla FC,4,0,1,2-0,2023-24_mx1.txt
21.10,Mazatlán FC,Club Necaxa,2,1,1,0-0,2023-24_mx1.txt
17.00,Deportivo Toluca,UANL Tigres,2,1,1,0-1,2023-24_mx1.txt
19.00,CF Pachuca,FC Juárez,3,2,1,0-0,2023-24_mx1.txt
19.05,Cruz Azul,Deportivo Guadalajara,3,0,1,3-0,2023-24_mx1.txt
21.10,Atlas Guadalajara,CF América,1,5,2,1-2,2023-24_mx1.txt
19.00,CF Monterrey,Pumas UNAM,3,0,1,0-0,2023-24_mx1.txt
21.00,Club Tijuana,Club León,1,1,X,0-0,2023-24_mx1.txt
19.00,Puebla FC,Atlas Guadalajara,2,2,X,1-2,2023-24_mx1.txt
21.00,Club Necaxa,Atlético San Luis,3,1,1,2-1,2023-24_mx1.txt
21.10,FC Juárez,Deportivo Toluca,1,1,X,1-1,2023-24_mx1.txt
17.05,Deportivo Guadalajara,Club León,1,2,2,0-1,2023-24_mx1.txt
19.00,CF Pachuca,Gallos Blancos,1,2,2,0-1,2023-24_mx1.txt
,Santos Laguna,Cruz Azul,3,0,1,1-0,2023-24_mx1.txt
21.00,CF América,UANL Tigres,2,0,1,1-0,2023-24_mx1.txt
12.00,Pumas UNAM,Club Tijuana,3,3,X,2-1,2023-24_mx1.txt
19.00,CF Monterrey,Mazatlán FC,2,1,1,2-0,2023-24_mx1.txt
19.00,Gallos Blancos,FC Juárez,1,0,1,1-0,2023-24_mx1.txt
21.00,Club Tijuana,Santos Laguna,2,2,X,0-1,2023-24_mx1.txt
17.00,Cruz Azul,Club Necaxa,1,2,2,1-2,2023-24_mx1.txt
19.00,Club León,Puebla FC,2,1,1,1-0,2023-24_mx1.txt
,UANL Tigres,Mazatlán FC,5,1,1,2-0,2023-24_mx1.txt
21.05,Deportivo Guadalajara,CF América,0,0,X,,2023-24_mx1.txt
17.00,Atlas Guadalajara,CF Monterrey,1,2,2,0-1,2023-24_mx1.txt
19.00,Deportivo Toluca,Pumas UNAM,3,0,1,2-0,2023-24_mx1.txt
,Atlético San Luis,CF Pachuca,2,1,1,1-0,2023-24_mx1.txt
19.00,Puebla FC,UANL Tigres,2,3,2,1-0,2023-24_mx1.txt
20.00,CF América,Atlético San Luis,2,1,1,0-0,2023-24_mx1.txt
21.00,Mazatlán FC,Club Tijuana,2,0,1,1-0,2023-24_mx1.txt
19.00,CF Pachuca,Deportivo Toluca,2,3,2,1-3,2023-24_mx1.txt
,CF Monterrey,Deportivo Guadalajara,0,2,2,0-0,2023-24_mx1.txt
21.05,Pumas UNAM,Cruz Azul,0,0,X,,2023-24_mx1.txt
17.00,Atlas Guadalajara,Gallos Blancos,2,3,2,2-1,2023-24_mx1.txt
19.00,Club Necaxa,Club León,1,2,2,0-0,2023-24_mx1.txt
19.36,FC Juárez,Santos Laguna,2,1,1,0-0,2023-24_mx1.txt
19.00,Mazatlán FC,Pumas UNAM,0,4,2,0-1,2023-24_mx1.txt
21.10,Club Tijuana,Club Necaxa,2,3,2,1-1,2023-24_mx1.txt
17.00,Club León,Gallos Blancos,0,2,2,0-1,2023-24_mx1.txt
19.00,UANL Tigres,CF Pachuca,0,3,2,0-0,2023-24_mx1.txt
19.05,Deportivo Guadalajara,Puebla FC,3,2,1,1-0,2023-24_mx1.txt
21.05,Cruz Azul,CF Monterrey,2,1,1,0-0,2023-24_mx1.txt
,Santos Laguna,CF América,1,1,X,0-0,2023-24_mx1.txt
12.00,Deportivo Toluca,Atlas Guadalajara,4,1,1,2-0,2023-24_mx1.txt
09.30,Atlético San Luis,FC Juárez,2,3,2,2-2,2023-24_mx1.txt
19.05,Gallos Blancos,Mazatlán FC,0,2,2,0-1,2023-24_mx1.txt
21.00,Club Necaxa,Santos Laguna,2,0,1,1-0,2023-24_mx1.txt
,Puebla FC,Cruz Azul,0,1,2,0-0,2023-24_mx1.txt
17.00,CF Pachuca,Deportivo Guadalajara,0,1,2,0-1,2023-24_mx1.txt
19.05,CF América,Deportivo Toluca,5,1,1,3-1,2023-24_mx1.txt
21.10,CF Monterrey,UANL Tigres,3,3,X,1-2,2023-24_mx1.txt
18.00,Atlas Guadalajara,Atlético San Luis,2,1,1,1-1,2023-24_mx1.txt
,Pumas UNAM,Club León,1,0,1,0-0,2023-24_mx1.txt
20.06,FC Juárez,Club Tijuana,0,1,2,0-0,2023-24_mx1.txt
19.00,Mazatlán FC,FC Juárez,0,2,2,0-0,2023-24_mx1.txt
21.00,Atlético San Luis,Deportivo Toluca,1,5,2,1-2,2023-24_mx1.txt
21.10,Club Tijuana,Puebla FC,3,1,1,0-1,2023-24_mx1.txt
17.00,Club León,CF Monterrey,2,0,1,1-0,2023-24_mx1.txt
19.05,UANL Tigres,Club Necaxa,5,2,1,0-1,2023-24_mx1.txt
,Deportivo Guadalajara,Gallos Blancos,2,0,1,0-0,2023-24_mx1.txt
,Santos Laguna,CF Pachuca,0,2,2,0-0,2023-24_mx1.txt
21.10,Pumas UNAM,CF América,2,1,1,1-1,2023-24_mx1.txt
18.00,Cruz Azul,Atlas Guadalajara,2,2,X,1-2,2023-24_mx1.txt
19.00,Puebla FC,CF América,1,2,2,1-2,2023-24_mx1.txt
21.10,Gallos Blancos,Pumas UNAM,1,1,X,0-0,2023-24_mx1.txt
17.06,FC Juárez,Club León,1,1,X,1-0,2023-24_mx1.txt
19.00,UANL Tigres,Club Tijuana,4,1,1,1-0,2023-24_mx1.txt
,Deportivo Toluca,Cruz Azul,0,1,2,0-1,2023-24_mx1.txt
19.10,CF Pachuca,Mazatlán FC,1,1,X,0-0,2023-24_mx1.txt
21.10,Atlas Guadalajara,Deportivo Guadalajara,0,1,2,0-0,2023-24_mx1.txt
18.00,Club Necaxa,CF Monterrey,2,5,2,0-0,2023-24_mx1.txt
,Santos Laguna,Atlético San Luis,0,3,2,0-2,2023-24_mx1.txt
